CONTENT_ID,CONTENT,CONTENT_TYPE_ID
544,  <div>En bok om bøker for vår digitale tidsalder. </div>  <div>&#160;</div>  <div>Bildeboka er enkelt skrevet. </div>  <div>Lane Smith har skrevet og illustrert en rekke barnebøker. </div>  <div>Dette er den første som er blitt oversatt til norsk. </div>  ,575
545,"  <div>Noveller av kjente forfattere som Kjell Askildsen, </div>  <div>Øystein Lønn, Bjarte Breiteig, Nina Lykke og Ebba Haslund. </div>  <div>En samling med historier og visdomsord til inspirasjon og ettertanke. </div>  <div>&#160;</div>  <div>Novellene er korte og tilgjengelig skrevet.</div>  <div>  <div>Flere av forfatterne er representert i Boksøk fra før. </div> </div>  ",576
546,"  <div>Kunstsamleren gir Freddy ti millioner kroner <br />  og gratis cola hele livet. </div>  <div>Freddy blir plassert i et digert hvelv<br />  sammen med verdenskjente kunstverk. </div>  <div>&#160;</div>  <div>Nå er han langt unna de beundrende blikkene<br />  og applausen som han er vant til. </div>  <div>Freddy forsøker å kjøpe seg tilbake, </div>  <div>men får klar beskjed om at markedsverdien hans <br />  er steget til det dobbelte. </div>  <div>&#160;</div>  <div>Tilslutt finner Freddy en desperat utvei. </div>  <div>&#160;</div>  <div>Underfundig billedbok for alle aldre<br />  om kunstverkets status <br />  som en estetisk gjenstand og et investeringsobjekt.  </div>  <div>&#160;</div>  <div>Marvin Halleraker har både tydelig og enkel tekst, </div>  <div>og har gode og klare tegninger. <br />  Flere mesterverk fra kunsthistorien er gjentatt på bildene. </div>  <div>Dette er ingen typisk billedbok for barn, <br />  men anbefales heller for eldre lesere.   </div>  <div>&#160;</div>  <div>&#160;</div>  ",577
547,"<span lang=""EN"">  <div align=""left"">Petter har utviklingshemming, <br />  og bor alene i en leilighet. <br />  Han skal reise bort, <br />  og det skal nesten alle han kjenner også. <br />  Dessuten skal Helene også være med. </div>  <div align=""left"">Tenk om de blir kjærester på turen? </div>  <div align=""left"">&#160;</div>  <div align=""left"">Men dagen før Petter skal reise, <br />  blir han syk og mister stemmen. <br />  Siden alle tror han er på ferie <br />  er det ingen som stikker innom. <br />  Og han har ikke krefter til å gå ut, <br />  eller stemme til å ringe noen. </div>  <div align=""left"">&#160;</div>  <div align=""left"">Ny utgave av boka som kom ut for første gang i 2002. </div>  <div align=""left"">Denne utgaven er illustrert av Malgorzata Piotrowska</div>  <div align=""left"">og er støttet av Leser søker bok. </div>  <div align=""left"">&#160;</div></span>  ",578
550,"  <div><strong>Nest best</strong> er en bok om saker og ting <br />  som ikke alltid er som du tror.<br />  Noen ganger må du forandre dine meninger <br />  om deg selv og andre.</div>  <div>&#160;</div>  <div>Boken er støttet av Læringssenteret <br />  i forbindelse med utvikling og produksjon <br />  av multifunksjonelle læremidler <br />  i samfunnskunnskap og norsk. <br />  Den kan brukes av flere klassetrinn, <br />  og har gutter som en viktig målgruppe.<br />  <!--FORLAGSTEKST SLUTT--><br />  <br />  </div>  ",581
551,"  <div>Det er lite tekst i boken,<br />  men Jason får likevel sagt mye. </div>  <div>&#160;</div>  <p>John Arne ""Jason"" Sæterøy er født i 1965,<br />  og kommer fra Molde.<br />  Han er den av Norges serietegnere<br />  som er aller best kjent i utlandet.<br />  Han har vunnet flere priser,<br />  blant annet i Frankrike, Norge og Sverige,<br />  og har flere ganger vært nominert<br />  til den amerikanske Eisner-prisen.<br />  </p>  ",582
552,  <p>Madsens vakre bilder viser klart </p>  <p>de tragiske og dypt menneskelige følelsene </p>  <p>som kommer frem når et barn dør. </p>  <p>&#160;</p>  <p>Kunstneren Peter Madsen er født i Århus i 1958 </p>  <p>og er blant annet kjent for tegneseriene <strong>Valhall</strong> </p>  <p>og <strong>Menneskesønnen</strong>. </p>  <p>Han har vunnet en rekke priser for tegneseriene sine. </p>  <p>For <strong>Menneskesønnen</strong> fikk han den norske Sproing-prisen.<br />  </p>  ,583
553,  <p>Karstein Volle bor i Finland. </p>  <p>I 2004 vant han Dagbladets serie-konkurranse. </p>  <p>Dette er den første samlingen med <strong>Fakta fra verden.</strong></p>  ,584
554,"  <div>I denne første samleboka <br />  får du lese de aller første stripene på nytt, <br />  og se hvordan serien utviklet seg over tid. <br />  Seriene står i rekkefølge fra 1997 til 2000. </div>  <div>&#160;</div>  <div>Lise Myhre er født i 1978 <br />  og er en av våre mest elskede serieskapere. <br />  Hun har holdt på med tegneserier siden 1996, <br />  men Nemi er forløpig hennes eneste faste serie-figur. <br />  Myhre har vunnet Dagbladets tegneseriepris for serien, <br />  og Nemi går fast i flere aviser her til lands.</div>  <p>&#160;</p>  ",585
555,"  <div>Resultatet er en tegnet roman <br />  som er en blanding av biografi, <br />  hyllest og roadmovie. </div>  <div>&#160;</div>  <div>Stilen i boken er helt original.</div>  <div>Den bærer preg av en salig blanding </div>  <div>av Fiskes, Kvernelands </div>  <div>og Olaf Gulbranssons tegninger.</div>  <div>En morsom og lærerik tegneserie. </div>  <div>&#160;</div>  <div>Serieskaper Lars Fiske er kjent <br />  for sine album om den mislykkede poeten Matja. <br />  Steffen Kverneland er kjent for å snu opp-ned <br />  på klassikerne. Sammen har de laget flere bøker. </div>  <div>Teksten er for det meste tydelig skrevet,<br />  med unntak av noen møter med tyskere<br />  som ""snakker"" i gotisk skrift.<br />  Kvernelands karakter snakker dialekt,<br />  og av og til snakker gutta tysk.</div>  <div>&#160;</div>  <div><strong>Olaf G.</strong> er rost av kritikere og har vunnet flere priser:</div>  <div>Sproing-prisen for beste norske serie 2004,<br />  Visuelt 2005: Gull illustrasjon for skjønnlitteratur<br />  Årets vakreste bøker 2005: Gull åpen klasse/illustrasjon og Gull skjønnlitteratur/voksenlitteratur, <br />  og Urhunden, for beste oversatte tegneserie til svensk.<br />  <br />  </div>  ",586
556,"  <p>Boka har god linjeavstand, men </p>  <p>teksten er ikke blant de aller enkleste.</p>  <p>Vi tar boka med fordi den gir innsyn</p>  <p>i den somaliske kulturen,</p>  <p>og fordi den er populær blant flerspråklig ungdom.    <br />  </p>  ",587
558,  <div>Sørlendingen Ronny Haugeland <br />  var på nittitallet en tydelig penn <br />  i det norske seriemiljøet. <br />  I dag jobber han i Kristiansand.</div>  <div>&#160;</div>  <p>Tegningene er morsomme og <br />  i sort hvitt. <br />  Noen steder er skriften <br />  liten og vanskelig å tyde.<br />  </p>  ,589
559,  <div>Noen eldre mennesker blir ranet. <br />  Titti og Johan får dessuten en ny nabo. <br />  Og hunden deres forsvinner i skogen ...</div>  <div>&#160;</div>  <div>Helena Segander er en etablert krimforfatter i Sverige. <br />  Dette er hennes første bok med enkel tekst.<br />  </div>  ,590
561,"  <div>Fuglemannen er en kjent figur <br />  i tegneseriene til Jason. </div>  <div><br />  Det er umulig å ikke bli glad i ham <br />  og bli litt trist når han blir lei seg. </div>  <p>John Arne ""Jason"" Sæterøy er født i 1965,<br />  og kommer fra Molde.<br />  Han er den av Norges serietegnere<br />  som er aller best kjent i utlandet.<br />  Han har vunnet flere priser,<br />  blant annet i Frankrike, Norge og Sverige,<br />  og har flere ganger vært nominert<br />  til den amerikanske Eisner-prisen.<br />  </p>  ",592
562,"  <div>Kvardagshistoriane om informatikk-<br />  studenten Finn Bjølseth </div>  <div>er for fyrste gong samla. </div>  <div>&#160;</div>  <div>Jens K. Styve er illustratør <br />  og har vore med i Jippi forlag <br />  sida nittitallet. <br />  Han skriv seriane sine på nynorsk. <br />  Forutan karakteren Finn <br />  har han teikna stripeseriar, <br />  og illustrert den kritikerroste seria<br />  ""Torsken Bell Air"".<br />  </div>  ",593
563,  <div>Tegneserie for unge og voksne <br />  med et sprelsk og kraftig uttrykk i strek og språk.<br />  Boka er støttet av Norsk kulturfond.</div>  <div>&#160;</div>  <p>Bjørn Ousland er en av Norges <br />  mest allsidige serieskapere. <br />  Han har tegnet alt fra klassiske vikingserier <br />  til humorstripene om lathansene Siggen og Piggen. </p>  <p><strong>Grimsborken</strong> er en del av en serie<br />  med eventyr fritt fortalt etter Asbjørnsen og Moe.<br />  </p>  ,594
564,"  <div>Serien <strong>Dyrevennene</strong> er i samme format <br />  som den populære bøkene om Aksel og Omar i Solgata. </div>  <div>&#160;</div>  <div>Teksten er satt i versaler, </div>  <div>og er enkel å lese. </div>  <div>Ofte dreier bøkene seg om et dilemma, </div>  <div>eller et problem som må løses. </div>  <div>&#160;</div>  <div>I Boksøk presenterer vi et par titler i denne serien, <br />  men alle bøker kan trygt anbefales. </div>  <div>&#160;</div>  <div>&#160;</div>  ",595
565,"  <div>Serien <strong>Dyrevennene</strong> er i samme format <br />  som den populære bøkene om Aksel og Omar i Solgata. </div>  <div>&#160;</div>  <div>Teksten er satt i versaler, </div>  <div>og er enkel å lese. </div>  <div>Ofte dreier bøkene seg om et dilemma, </div>  <div>eller et problem som må løses. </div>  <div>&#160;</div>  <div>I Boksøk presenterer vi et par titler i denne serien, <br />  men alle bøker kan trygt anbefales. </div>  ",596
566,"  <div>Hva er søvn? </div>  <div>Er mangel på søvn farlig? </div>  <div>Finnes det egentlig A- og B-mennesker? </div>  <div>Hvordan behandles døgnrytmeforstyrrelser? </div>  <div>&#160;</div>  <div>I <strong>Søvn og døgnrytme</strong> blir de vanligste spørsmålene <br />  forklart og besvart av legene og søvnforskerne Skard Heier og Wolland<br />  </div>  <div>&#160;</div>  <div>Boka har stikkord i margen </div>  <div>og er lett å finne fram i. </div>  <div>Flere kapitler avsluttes med en oppsummerende del. </div>  <div>Boka inneholder også en praktisk del <br />  med spørsmål og svar.  </div>  <div>Fremmedord blir godt forklart underveis, </div>  <div>eller i ordlista bakerst. <br />   </div>  ",597
567,"  <div>Faktabok med kortfattet informasjon om religion, byer, </div>  <div>folketall, språk, myntenhet og mye mer. </div>  <div>Boka er rikt illustrert med kart og flagg. </div>  <div>&#160;</div>  <div>Til hvert land eller stat er det faktabokser <br />  med interessante og underfundige tilleggsopplysninger.  </div>  <div>Visste du for eksempel at innbyggerne på Salomonøyene <br />  ikke har TV fordi de mener det er skadelig for deres kultur? </div>  <div>Og på øyene Saint Vincent er det bare 724 km vei, </div>  <div>men hele fire flyplasser! </div>  <div>Du kan også lese om at det stadig arrangeres <br />  gullgraverkonkurranser i finsk Lappland,  <br />  og om hva du bør huske på<br />  når du går inn i en mongolsk jurt. </div>  <div>&#160;</div>  <div>Bakerst i boka finnes lister over de største fjell, <br />  øyer og innsjøene i Norge og ellers i verden. </div>  <div>Og du kan også teste deg selv <br />  i Drillos ganske vanskelige geografiquiz! <br />  </div>  <div>&#160;</div>  <div>Selvom boka har liten format og liten font, <br />  er oppsettet ryddig og lett tilgjengelig. </div>  <div>&#160;</div>  ",598
568,"  <div>Herlig billedbok om krokodillen Johannes Jensen<br />  som skal bli far for første gang. </div>  <div>&#160;</div>  <div>Både tekst og innhold er enkelt formidlet,<br />  og Torill Kove har laget gode og tydelige tegninger. </div>  <div>&#160;</div>  <div>Henrik Hovland har skrevet to andre bøker om Johannes Jensen: </div>  <div><strong><a href=""http://www.bokkilden.no/SamboWeb/produkt.do?produktId=129538&amp;rom=MP"">Johannes Jensen føler seg annerledes (2003)</a></strong> og<br />  <strong><a href=""http://www.bokkilden.no/SamboWeb/produkt.do?produktId=1489321&amp;rom=MP"">Johannes Jensen og kjærligheten (2005). </a></strong></div>  <div>Bøkene er velegnet for alle aldre og ulike målgrupper.   <br />  De er også populære blant de som er nye i Norge <br />  og for lesere med kognitive vansker.  </div>  ",599
569,"  <div>Tegneserien <strong>Fakta fra verden </strong>er full av løgn. <br />  På hver side får vi forklart et tema, <br />  på en ny og uventet måte. <br />  Selv om dette er en forvrengt sannhet, <br />  er det likevel noe som minner om vår verden. </div>  <div>&#160;</div>  <div>I <strong>Ti kniver i hjertet</strong> lærer vi blant annet at </div>  <div>havørner er feige og klossete, </div>  <div>at tegneserien ble oppfunnet i 1875 av Thomas Alva Edison, </div>  <div>og dessuten hva som er ingrediensene i influensavaksine. </div>  <div>&#160;</div>  <div>Karstein Volle bor i Finland.<br />  I 2004 vant han Dagbladets serie-konkurranse.<br />  I 2007 ble han tildelt diplom i Grafill sin Årets vakreste bøker- konkurranse <br />  for samlingen <strong>Med Hånden på Hjertet. </strong></div>  <p>&#160;</p>  ",600
570,  <div>Samtidig blir det en tur til noe annet. </div>  <div>For under utflukten viser mamma nye sider ved seg selv. </div>  <div>&#160;</div>  <div>Frodig og varm billedbok <br />  om språkproblemer og usikkerhet</div>  <div>som forvandles til fargesprakende fantasi<br />  og handlekraft. </div>  <div>&#160;</div>  <div>Boka er enkelt skrevet</div>  <div>og passer godt til samlesing mellom foreldre og barn. <br />   </div>  <div>&#160;</div>  <div>&#160;</div>  ,601
571,"  <div>Overalt er det høye grå bygninger, </div>  <div>byråkrati og dystre, ansiktsløse mennesker. </div>  <div>Ingen er interessert i den røde tingesten. </div>  <div>&#160;</div>  <div>Kan han finne et sted <br />  hvor den bortkomne tingen hører hjemme? </div>  <div>Hvor passer den inn? </div>  <div>&#160;</div>  <div>Teksten er enkel, <br />  men den har mange nivåer.  <br />  Det er et stort tolkningsrom. </div>  <div>Boka passer for alle aldre, </div>  <div>fra ca 7 år og oppover. <br />  </div>  <div>Shaun Tan vant Oscar </div>  <div>for kortfilmen ""The Lost Thing""</div>  <div>som er basert på denne boka. </div>  ",602
572,"  <div>Kurt er truckfører. </div>  <div>Han har en fin gul truck som han er fryktelig stolt av<br />  og som han vasker hver eneste søndag. </div>  <div>Noen ganger er Kurt grei, </div>  <div>og noen ganger er han ugrei. </div>  <div>Kurt har dessuten bart, <br />  og en søt kone og tre rare barn. </div>  <div>&#160;</div>  <div>I denne samleboka finner du fire fortellinger om Kurt: </div>  <div><a href=""http://www.bokkilden.no/SamboWeb/produkt.do?produktId=66428&amp;rom=MP"">Fisken</a></div>  <div><a href=""http://www.bokkilden.no/SamboWeb/produkt.do?produktId=116095&amp;rom=MP"">Kurt blir grusom</a></div>  <div><a href=""http://www.bokkilden.no/SamboWeb/produkt.do?produktId=102634&amp;rom=MP"">Kurt quo vadis? </a></div>  <div><a href=""http://www.bokkilden.no/SamboWeb/produkt.do?produktId=129791&amp;rom=MP"">Kurt koker hodet</a></div>  <div>Du kan også kjøpe/låne bøkene hver for seg. </div>  <div>&#160;</div>  <div>De humoristiske og underfundige </div>  <div>bøkene om Kurt har enkel tekst</div>  <div>og er i utgangspunktet rettet mot yngre lesere. </div>  <div>Men de har etterhvert blitt populære for alle aldersgrupper, </div>  <div>og har fått kultstatus blant ungdom og voksne. </div>  <div>Kurt-bøkene egner seg også godt for minoritetsspråklige. </div>  ",603
574,"  <div>Målet er at mennesker med utviklingshemming </div>  <div>skal kunne bo i eget hjem. </div>  <div>Likevel er det mange som ikke gjør det. </div>  <div>Hvorfor er det slik? </div>  <div>&#160;</div>  <div>I boka <strong>Sjef i eget hus</strong> forteller </div>  <div>ni mennesker med utviklinghemming </div>  <div>hvordan de har skaffet seg eget bolig. </div>  <div>Alle ni er forskjellige.</div>  <div>Noen har kjøpt en leilighet, </div>  <div>andre har bygget hus. </div>  <div>  <div>  <div>Vi får vite hvordan de fikk tak i boligen </div>  <div>og hvordan de har det der nå. </div></div></div>  <div>Felles for dem alle er at de eier boligen sin selv </div>  <div>og at det er de som bestemmer over den. </div>  <div>Gjennom dem får vi se at det nytter å kjempe </div>  <div>mot fordommer. </div>  <div>&#160;</div>  <div>Boka har enkel tekst og korte kapitler. </div>  <div>Hver side har fotografier av </div>  <div>menneskene og boligene. </div>  <div>&#160;</div>  <div><strong>Sjef i eget hus</strong> er en forenklet versjon av boka </div>  <div><strong>Ni mennesker med utviklingshemmig viser </strong></div>  <div><strong>VEIEN FRAM TIL EGEN BOLIG</strong>. </div>  <div>Boka er støttet av <strong>Husbanken</strong> </div>  <div>og gitt ut av <strong>Norsk forbund for utviklingshemmede</strong>. </div>  <div>  <div>&#160;</div>  <div>&#160;</div></div>  ",605
575,"  <div>Hvordan kjennes det å være sjalu? </div>  <div>Hva kan en gjøre for å overvinne den følelsen? </div>  <div><strong>&#160;</strong></div>  <div><strong>Sjalusi </strong>er femte bok i Følelsesbiblioteket. <br />  De tre andre er <strong>Sjenanse</strong>, <strong>Sinne, Redd</strong> og <br />  <strong>Forelskelse.</strong><br />  Bøkene har flotte fargebilder <br />  og få ord. </div>  <div>&#160;</div>  <div>Disse bøkene er fine både for <br />  barn og ungdom som vil ha enkel tekst<br />  og for voksne som trenger enkelt innhold.</div>  <div>&#160;</div>  <div>  <div><strong>Følelsesbiblioteket</strong> har vært brukt </div>  <div>i et studieopplegg ved NFU (Norsk forbund for utviklingshemmede). </div>  <div>Gruppen hadde stort utbytte av bøkene. </div>  <div>De viste seg å være velegnet </div>  <div>også til de som ikke kan lese selv. </div>  <div>Det ble mange fine samtaler </div>  <div>og erfaringsutvekslinger rundt bøkene. </div>  <div>&#160;</div>Bøkene passer både for barn og voksne <br />  som liker at få ord forteller mye.  </div>  <div>&#160;</div>  <div>Bildene gir også rom for utdyping, </div>  <div>slik at for eksempel folk i norskopplæring </div>  <div>kan øve seg med å fylle inn ""tomrommene"" med norske ord.  </div>  <div>&#160;</div>  <div>  <div>Serien har også vært brukt i et lese- og skriveprosjekt </div>  <div>ved Rosenhof VO i Oslo. </div>  <div>Bøkene egnet seg godt til språktrening. </div>  <div>Elevene snakket om det de hadde lest </div>  <div>og skrev tekster om følelser.   </div></div>  <div style=""padding-bottom: 0px; padding-left: 0px; padding-right: 0px; font-size: 95%; font-weight: bold; padding-top: 0px;"">DET ER IKKE FARLIG Å BLI REDD <br />  </div>  ",606
576,"  <div>Et rungende løvebrøl signaliserer at jakten begynner. </div>  <div>Sjiraffene er urolige. </div>  <div>&#160;</div>  <div>Owesen visste at jaktdyrene er mest aktive om natten. </div>  <div>Men turistene har ikke lov til å være ute etter kl. 19. </div>  <div>Owesen fikk derfor egen tillatelse <br />  til å følge vaktene som jaget snikskytterne. </div>  <div>&#160;</div>  <div>Boka viser fantastiske naturbilder<br />  fra Owesens mangfoldige opplevelser med løvene.</div>  <div>Med enkel tekst skildrer fotografen</div>  <div>dagliglivet til løvene, <br />  gjennom lek, parring, familieliv og jakt. </div>  <div>Du kan også lese om hans nervepirrende natt <br />  i telt blant løver. </div>  <div>&#160;</div>  <div>Albert W. Owesen var kjent for sine filmer, <br />  fotografier og tekster. </div>  <div>Han lagde filmen <a href=""http://no.wikipedia.org/wiki/Villmarken_kaller""><strong>Villmarken kaller</strong> </a>(1964), <br />  den første helaftens fargefilm om ville dyr i Norge. </div>  <div>For filmen fikk han prisen <strong>Sølvklumpen</strong>. </div>  <div>&#160;</div>  <div>Da Owesen var 90 år, ble han tildelt Rovdyrprisen for 2007. </div>  <div>Denne boka utgjør en del av Owesens materiale, </div>  <div>og han stilte strenge krav til utgivelsens kvalitet. </div>  <div>&#160;</div>  <div>Owesen døde 93 år gammel i 2010 etter flere års sykdom.   </div>  ",607
577,"  <div>Må en mor være like glad i alle sine barn? <br />  Og vil søsken hele livet kjempe seg imellom om mors oppmerksomhet?<br />  <br />  <strong>Broren</strong> handler om to svært forskjellige brødre: </div>  <div>Den ene tar imot, den andre gir. <br />  Det handler om ansvar og rettferdighet, <br />  fortiede følelser og om en stille sjalusi. </div>  <div><br />  Sidsel Mørck skriver med stor innlevelse og livserfaring, </div>  <div>og viser hvordan barndommens uløste konflikter<br />  kan sette varige spor. </div>  <div>&#160;</div>  <div>Boka er skrevet med enkel tekst. </div>  <div><strong>Broren</strong> egner seg godt for uvante lesere, <br />  og for voksne som kan en del norsk, </div>  <div>men som ellers synes at vanlige norske bøker<br />  er for vanskelige å lese. </div>  ",608
578,"  <div>Kurt og familien er på vei til Mummidalen. </div>  <div>Men en ulykke underveis <br />  tvinger dem til et ufrivillig opphold<br />  i et lite samfunn som heter Kurtby. </div>  <div>Der møter de Kirsti Brud<br />  og de andre medlemmene av Pingpong-kirken. <br />  Pastoren deres har blitt arrestert, <br />  og de trenger en ny. </div>  <div>Og slik går det til at Kurt blir pastor<br />  og havner på Jesus-kjøret<br />  og går helt bananas. </div>  <div>&#160;</div>  <div>Herlig, sprudlende satire over Knutby-saken. <br />  Budskapet og satiren er tydelig, <br />  og vil være lett tilgjengelig for uvante lesere. </div>  <div>  <div>Boka inneholder noen dialektpartier<br />  som kan være vanskelige. </div>  <div>&#160;</div></div>  <div>I likhet med de andre Kurt-bøkene, <br />  har også denne barnebokformat, <br />  men <strong>Kurtby</strong> passer bedre for voksne lesere. </div>  <div>Bøkene om Kurt har etterhvert fått kult-status<br />  blant ungdom og voksne. </div>  <div>&#160;</div>  ",609
579,"  <div>Utad er Verena en fremadstormende skuespiller<br />  med en kropp som folk beundrer. </div>  <div>Kristin er den usikre, <br />  nølende skribenten, <br />  redd for å ta spranget som forfatter.  </div>  <div>Men så inntreffer katastrofen, <br />  og de innser at begge er avhengig<br />  av  hverandre på hver sin måte<br />  for å lykkes. </div>  <div>&#160;</div>  <div><strong>Tørst</strong> er en roman <br />  om kvinneskjebner, <br />  om vennskap og kjærlighet, <br />  om kunstnerambisjoner og om seksualiteten.</div>  <div>Og om å være tørste på livet <br />  - selv om man får mange slag i trynet på veien. </div>  <div>&#160;</div>  <div>Selvom boka har drøyt 300 sider, <br />  velger vi likevel å ta den med i Boksøk. <br />  Ellisiv Lindkvists særegne stil<br />  er korte kapitler og setninger <br />  og enkelt og presist språk. <br />  Boka vil derfor være overkommelig<br />  også for uvante lesere. <br />  De korte kapitlene driver handlingen lett framover<br />  og gjør boka lettlest. <br />  </div>  ",610
580,"  <div>Ari Behn tar opp igjen det samme korte formatet <br />  som i debutsamlingen <strong>Trist som faen. </strong></div>  <div>&#160;</div>  <div>Selvom novellene er ordknappe, <br />  - den korteste teksten har bare ni linjer, <br />  kretser de omkring store temaer som <br />  fødsel og død, samliv, sex og reise.  </div>  <div>Behn har selv sagt at han er inspirert <br />  av novellemesteren Ernest Hemingway. </div>  <div>&#160;</div>  <div>Språket er enkelt, <br />  men den knappe formen <br />  gjør at leseren ofte må fylle inn tomrommene selv.  <br />  Ofte må man lese tekstene flere ganger <br />  for å se sammenhengene.  <br />  <strong>&#160;</strong></div>  ",611
582,"  <div>Etter å ha vært nærmest utrydningstruet på 70-tallet, <br />  har mannen igjen kommet til heder og verdighet, <br />  og fler og fler skaffer seg en mann! </div>  <div>&#160;</div>  <div>Men hvordan skal man stelle mannen? </div>  <div>Hva slags fôr skal mannen ha? </div>  <div>Hva er den beste måten å kommunisere med en mann? </div>  <div>&#160;</div>  <div>Boka inneholder humoristiske råd og tips<br />  om hvordan du kan gjøre mannen din til en lykkelig mann! </div>  <div>&#160;</div>  <div><strong>Mannen</strong> har stor, tydelig font<br />  og er skrevet med et lettfattelig språk. </div>  <p>&#160;</p>  <p>Karine Haaland er tegneserietegner<br />  og har en lang produksjon bak seg. </p>  <div>&#160;</div>  ",613
583,"  <div><strong>Drageløperen</strong> handler om vennskapet <br />  mellom tolv år gamle Amir<br />  og tjenersønnen Hassan. </div>  <div>Under den store drageturneringen, <br />  skjer det noe som forferdelig, </div>  <div>som gjør at guttene mister kontakten med hverandre. </div>  <div>&#160;</div>  <div>Og da sovjeterne invaderer Afghanistan, <br />  flykter Amir og faren til USA. <br />  Vil Amir få sjansen til å forsone seg med kameraten? </div>  <div>&#160;</div>  <div>Romanen <strong>Drageløperen</strong> er solgt over <br />  350 000 eksemplarer bare i Norge. </div>  <div>  <div>Nå kan den gripende bestselgeren <br />  til Khaled Hosseini få nye lesere.  </div>  <div>&#160;</div>  <div>Teksten i denne utgaven er enkel, </div>  <div>og det er en fin og tydelig font. <br />  Tidshopp er tydelig markert; <br />  og det er lett å følge handlingen</div>  <div>gjennom de gode illustrasjonene. </div></div>  <div>&#160;</div>  ",614
584,"  <div>Dikt og korte tekster samlet <br />  med tanke på lese- og språktrening<br />  for voksne innvandrere. </div>  <div>&#160;</div>  <div>Tekstene er skrevet av kjente <br />  norske forfattere som Inger Hagerup, </div>  <div>Rudolf Nilsen og Wera Sæther, <br />  og det er også en rekke <br />  fortellinger fra andre land. </div>  <div>&#160;</div>  <div>Boka gir et godt utgangspunkt for<br />  diskusjon og samtale. </div>  ",615
585,"  <div>På skulen er Sara så flink. <br />  Mens Bebe slit med lesinga. <br />  Det veit læraren godt, <br />  men likevel gjer han narr av henne når ho les høgt. </div>  <div>&#160;</div>  <div>Kloke, gamle fru Almdal gjer Bebe nokre gode råd. <br />  Og Bebe skal få kjenne <br />  at det gjer utruleg godt å få seie i frå. </div>  <div>&#160;</div>  <div>Bente Bratlund skriv tett på kjenslene. </div>  <div>Ho skriv om eit kvardagsleg og vanleg<br />  problem for mange jenter. </div>  <div>Teksten er enkel og presis. </div>  <div>&#160;</div>  <div>Forfattaren har skrive <br />  ei lang rekkje gode, engasjerande <br />  og lettleste bøker for ungdom.</div>  <div>Fleire er støtta av Leser søker bok. </div>  <div>&#160;</div>  ",616
586,"  <div>Jeg har prøvd å få Pia til å forstå. <br />  Men hun bare trakk seg unna. <br />  Dette var nok bare en test.<br />  Pia ville nok bare være sikker. </div>  <div>&#160;</div>  <div>Jeg tok utfordringen på strak arm. <br />  Lette etter en hemmelig beskjed fra henne. <br />  Jeg hadde en ting i tankene: <br />  Jeg måtte finne Pia! </div>  <div>&#160;</div>  <div><strong>Psyko</strong> er spennende og enkelt fortalt <br />  om et forstyrret sinn<br />  og møtet med to venninner<br />  som ikke vil ha noe med ham å gjøre. </div>  <div>&#160;</div>  <div>Widar Aspeli har skrevet en lang rekke<br />  bøker for barn og ungdom. <br />  Han holder jevnlig skrivekurs <br />  for både barn og lærere. </div>  <div>&#160;</div>  <p><strong>Psyko</strong> utkommer i serien <strong>Skumring</strong>, <br />  en helt ny serie med spenningsbøker for ungdom. <br />  Bøkene har enkel tekst<br />  og passer for ungdom som har lest lite.    <br />   <br />  </p>  ",617
587,"  <p>Kameratene danner et guild<br />  sammen med den erfarne spilleren Will. <br />  Snart blir vennskapet satt på harde prøver. </p>  <p>Men så begynner det å skje <br />  merkelige ting utenfor spillet også….<br />   <br />  <strong>Gamer</strong> er en lettlest og tøff spenningsbok <br />  for ungdom om online-dataspill, hacking og nettbruk. </p>  <p>Forfatteren Tor Arve Røssland skriver troverdig <br />  og stilsikkert om et tema som opptar mange unge i dag.  <br />  Han har en lang produksjon bak seg med bøker <br />  for alle aldersgrupper, <br />  og har en stor forkjærlighet for film og dataspill.   <br />   </p>  <p><strong>Gamer </strong>utkommer i serien <strong>Skumring</strong>, <br />  en helt ny serie med spenningsbøker for ungdom. <br />  Bøkene har enkel tekst<br />  og passer for ungdom som har lest lite.    <br />   <br />  </p>  ",618
590,"  <div>Selv når alt ser mørkt ut, <br />  kan alt kan forandre seg<br />  hvis man bare er åpen for det. </div>  <div>&#160;</div>  <div>Et av kjennetegnene til Shaun Tans <br />  prisbelønte billedbøker er alle detaljene. </div>  <div>Tan er opptatt av at man skal oppleve<br />  de hverdagslige tingene på nytt, </div>  <div>og se dem med friske øyne, <br />  slik at man får øye på alt <br />  det fantastiske som omgir oss. </div>  <div>&#160;</div>  <div>Det er lite tekst i <strong>Det røde treet. </strong><br />  Skrifttypen kan være litt vanskelig <br />  å lese enkelte steder. </div>  <div>Boka passer for alle aldersgrupper, </div>  <div>fra ca 7 år og oppover. </div>  ",621
